,Participant,Brand,Brand_First_Char,ResponseCode,Participant_Stimuli,Hbo_Op1,Hbo_Op2,Hbo_Op3,Hbo_Op4,Hbo_Op5,Hbo_Op6,Hbo_Op7,Hbo_Op8,Hbo_Op9,Hbo_Op10,Hbo_Op11,Hbo_Op12,Hbo_Op13,Hbo_Op14,Hbo_Op15,Hbo_Op16,Hbr_Op1,Hbr_Op2,Hbr_Op3,Hbr_Op4,Hbr_Op5,Hbr_Op6,Hbr_Op7,Hbr_Op8,Hbr_Op9,Hbr_Op10,Hbr_Op11,Hbr_Op12,Hbr_Op13,Hbr_Op14,Hbr_Op15,Hbr_Op16,Hbt_Op1,Hbt_Op2,Hbt_Op3,Hbt_Op4,Hbt_Op5,Hbt_Op6,Hbt_Op7,Hbt_Op8,Hbt_Op9,Hbt_Op10,Hbt_Op11,Hbt_Op12,Hbt_Op13,Hbt_Op14,Hbt_Op15,Hbt_Op16,Oxy_Op1,Oxy_Op2,Oxy_Op3,Oxy_Op4,Oxy_Op5,Oxy_Op6,Oxy_Op7,Oxy_Op8,Oxy_Op9,Oxy_Op10,Oxy_Op11,Oxy_Op12,Oxy_Op13,Oxy_Op14,Oxy_Op15,Oxy_Op16
18849,111,P05,P,0,111_5,0.828225319,0.763886116,0.712542257,-0.006937976,0.644595857,0.986298084,0.779530683,0.826834505,0.529767943,0.294972727,0.773042534,0.175059067,0.318976115,0.082411247,0.007155833,0.093833667,0.553930201,0.764719352,0.599235026,-0.01441443,0.190669293,0.506686032,0.097105552,0.068121131,0.094394886,-0.205705817,0.104101596,0.019894758,0.144962476,-0.048723139,-0.029468621,0.061935639,1.38215552,1.534511483,1.311777283,-0.020209329,0.83526515,1.491606397,0.876636235,0.894955637,0.624162829,0.089266911,0.87714413,0.194953825,0.463938591,0.033688108,-0.022312788,0.155769306,0.274295118,-0.00673925,0.113307231,0.006967711,0.453926564,0.479612051,0.682425131,0.758713374,0.435373058,0.500678544,0.668940938,0.155164309,0.174013639,0.131134386,0.036624454,0.031898028
18865,111,R06,R,0,111_26,0.275630964,0.242179247,0.332150007,0.355733107,0.57184546,0.495549741,0.773902213,0.574963327,0.285990516,0.109684416,0.064889793,0.046297257,0.631796851,0.417249612,0.382839068,0.419988835,0.020666569,0.07803288,0.227495931,0.145989832,-0.051792224,-0.074947377,-0.054513884,-0.173418056,0.062064588,0.156009479,0.166544475,0.104844707,-0.199758341,-0.174021097,0.112389812,-0.301262514,0.296297533,0.320212128,0.559645938,0.501722939,0.520053236,0.420602364,0.719388329,0.40154527,0.348055104,0.265693895,0.231434268,0.151141964,0.43203851,0.243228516,0.495228879,0.118726321,0.254964395,0.164146367,0.104654076,0.209743276,0.623637683,0.570497118,0.828416096,0.748381383,0.223925929,-0.046325064,-0.101654682,-0.058547451,0.831555193,0.591270709,0.270449256,0.721251349
18881,112,N02,N,0,112_12,-0.093761643,0.014367434,0.050702986,0.116458417,0.189297955,0.203637631,0.458633276,0.030512937,0.252382406,0.545015704,0.454256817,0.19818697,-0.126505248,-0.306098962,-0.089259578,-0.373800319,-0.128777774,-0.026303749,-0.030378486,-0.048411541,-0.401328707,-0.313797213,-0.55142072,-0.019976128,-0.121006111,-0.413635555,-0.381469797,-0.206035426,0.12732867,0.32918851,0.121825401,0.397119509,-0.222539417,-0.011936315,0.0203245,0.068046876,-0.212030752,-0.110159582,-0.092787444,0.010348289,0.131376295,0.13138015,0.07278702,-0.007848456,0.000823422,0.023089548,0.032565823,0.02331919,0.035016131,0.040671183,0.081081471,0.164869959,0.590626662,0.517434844,1.010053997,0.050221749,0.373388517,0.958651259,0.835726614,0.404222396,-0.253833918,-0.635287472,-0.211084978,-0.770919828
18897,112,N07,N,0,112_17,-0.04958827,-0.003678792,0.004922646,-0.069797032,-0.107663534,-0.165098554,-0.112421204,0.030100202,-0.130865158,-0.123307621,-0.130897523,-0.142561231,-0.005259865,-0.007927157,0.060446019,0.184720508,-0.081847763,-0.123202121,-0.162134923,-0.03258349,0.062919933,0.213607606,0.162417604,-0.019723782,0.058676573,-0.007983226,0.024634274,0.028344733,0.025725946,0.036345805,-0.000699892,-0.011532109,-0.131436033,-0.126880913,-0.157212277,-0.102380522,-0.0447436,0.048509052,0.049996399,0.010410379,-0.072188585,-0.131290847,-0.106263249,-0.114216498,0.020466082,0.028418648,0.059746127,0.173188398,0.032259493,0.119523329,0.16705757,-0.037213542,-0.170583467,-0.37870616,-0.274838808,0.049913358,-0.189541731,-0.115324395,-0.155531797,-0.170905964,-0.030985811,-0.044272963,0.06114591,0.196252617
18913,112,N06,N,0,112_16,0.10958329,0.238811055,-0.179875104,0.195297525,-0.19036985,0.277933243,0.355383879,0.030550421,-0.516574846,-0.160528009,-0.343050176,-0.468072012,-0.187872911,-0.431162776,-0.121930385,-0.176233721,-0.016308711,-0.03889745,-0.13746857,-0.101774774,-0.060966288,-0.235629986,-0.337720756,-0.019867338,0.012183031,0.014712305,0.119232142,0.03571364,0.160752528,0.090670278,0.071508185,0.329245089,0.093274578,0.199913604,-0.317343674,0.093522751,-0.251336139,0.042303257,0.017663123,0.010382957,-0.504391815,-0.145815704,-0.223818033,-0.432358372,-0.027120383,-0.340492497,-0.0504222,0.153011367,0.125892001,0.277708505,-0.042406534,0.297072299,-0.129403562,0.513563229,0.693104635,0.05022009,-0.528757877,-0.175240313,-0.462282318,-0.503785652,-0.34862544,-0.521833054,-0.193438571,-0.50547881
18929,112,R10,R,0,112_30,0.466991063,0.562715331,0.704204843,0.522445722,0.614662779,0.776711236,0.956312253,0.030634346,0.664218462,0.652675436,0.656435033,0.651027412,0.388053209,0.302503265,0.270420424,0.026854274,-0.173562089,-0.231651811,-0.173596316,-0.179462568,-0.080445791,-0.2300358,-0.093691701,-0.019883884,-0.162015784,-0.211840427,-0.362630172,-0.336461325,-0.115916562,-0.045571759,0.053558777,0.139473647,0.293428974,0.33106352,0.530608527,0.342983154,0.534216988,0.546675436,0.862620552,0.010487349,0.502202678,0.440835009,0.293804861,0.314566087,0.272136646,0.256931505,0.323979201,0.166327921,0.640553152,0.794367143,0.877801159,0.70190829,0.695108571,1.006747036,1.050003955,0.050435509,0.826234246,0.864515862,1.019065205,0.987488737,0.503969771,0.348075024,0.216861647,-0.112619373
18945,112,N01,N,0,112_11,1.278859874,1.209535143,1.104442971,1.654183757,1.003274463,1.347959297,0.669684253,0.030447232,0.384388428,0.170558734,0.386398393,0.250458742,0.752376955,0.346769995,0.644687615,0.383622713,-0.312178688,-0.33785463,-0.332553765,-0.2511806,-0.228407875,-0.074028771,-0.015361636,-0.019893498,-0.039559342,0.347753914,0.057662309,0.033477315,0.040625164,0.29205526,0.025239822,0.100815446,0.966681186,0.871680513,0.771889205,1.403003157,0.774866588,1.273930526,0.654322618,0.010535948,0.344829086,0.518312649,0.444060702,0.283936057,0.79300212,0.638825254,0.669927436,0.484438159,1.591038563,1.547389773,1.436996736,1.905364357,1.231682338,1.421988068,0.685045889,0.050460729,0.42394777,-0.17719518,0.328736083,0.216981426,0.711751791,0.054714735,0.619447793,0.282807267
18961,112,P02,P,0,112_2,-0.370402689,-0.420715215,-0.494260089,-0.49958446,-0.369425999,-0.210640862,-0.207428554,0.030186947,-0.470456473,-0.358550205,-0.519144035,-0.425380312,-0.396365144,-0.387951359,-0.395618867,-0.289688074,0.172463667,0.100020796,0.101662805,0.041208829,-0.205130729,-0.181598631,-0.313217843,-0.019852274,0.110071566,0.115095208,0.281551017,0.201151079,0.104520674,0.004424978,0.037319245,-0.086278817,-0.197939022,-0.320694419,-0.392597284,-0.458375631,-0.574556728,-0.392239493,-0.520646397,0.010320275,-0.360384907,-0.243454997,-0.237593018,-0.224229233,-0.29184447,-0.383526382,-0.358299622,-0.37596689,-0.542866356,-0.520736011,-0.595922894,-0.54079329,-0.16429527,-0.029042231,0.105789289,0.049956512,-0.580528039,-0.473645412,-0.800695052,-0.626531391,-0.500885817,-0.392376337,-0.432938112,-0.203409257
18977,112,N09,N,0,112_19,-0.620400913,-0.484460986,-0.510825969,-0.354775187,-0.330642722,-0.346562425,-0.529184806,0.029994945,-0.881618352,-0.741633992,-0.487451735,-0.513785791,-0.155248474,-0.036317894,-0.144321414,0.028742207,-0.289530843,-0.066793804,-0.115270454,-0.107415076,-0.137916751,-0.17419867,-0.30429381,-0.01980637,0.045551093,0.042531085,-0.061671105,-0.059292991,0.239926753,0.335938103,0.215889455,0.500535014,-0.909931756,-0.55125479,-0.626096422,-0.462190263,-0.468559472,-0.520761095,-0.83353591,0.010269558,-0.836067259,-0.699102907,-0.54912284,-0.573078781,0.084678279,0.29962021,0.071568041,0.529277221,-0.33087007,-0.417667182,-0.395555515,-0.247360112,-0.192725971,-0.172363754,-0.224914991,0.049768001,-0.927169445,-0.784165077,-0.42578063,-0.4544928,-0.395175227,-0.372255997,-0.360210868,-0.471792808
18993,112,N03,N,0,112_13,0.922578164,0.67394341,1.009189862,0.80188649,0.918422949,0.904252932,0.810645061,0.030585637,0.854843041,0.873285112,1.111406703,0.881923536,1.053664834,0.551667824,0.720336233,0.122152185,-0.146322625,-0.218866526,-0.154800991,-0.329778686,-0.020225242,-0.295262758,-0.179934858,-0.019968973,-0.057663618,-0.003016565,0.003360785,-0.013738324,-0.184636684,-0.156047798,-0.143264296,0.251310189,0.776255539,0.455076884,0.854388871,0.472107804,0.898197707,0.608990174,0.630710204,0.010487342,0.797179423,0.870268547,1.114767488,0.868185212,0.869028151,0.395620026,0.577071937,0.373462374,1.068900789,0.892809936,1.163990853,1.131665176,0.938648191,1.199515689,0.990579919,0.050454707,0.912506659,0.876301677,1.108045918,0.89566186,1.238301518,0.707715623,0.863600529,-0.129158004
19009,112,R01,R,0,112_21,0.389080803,0.422525525,0.419659917,0.539874577,0.364030515,0.544587127,0.264213652,0.030403737,0.114981222,0.208909567,0.234147261,0.428270978,0.284341368,0.238060103,0.351373046,0.300889389,-0.0121649,-0.060113059,-0.041410565,-0.098125129,0.074276188,0.105397156,0.000470924,-0.019827541,-0.027299252,0.033164403,-0.007994592,0.066688616,0.000250996,0.079072436,0.045130322,0.220813828,0.376915904,0.362412467,0.378249352,0.441749449,0.438306703,0.649984283,0.264684576,0.010465264,0.08768197,0.24207397,0.226152669,0.494959594,0.284592364,0.317132539,0.396503368,0.521703216,0.401245703,0.482638584,0.461070483,0.637999706,0.289754326,0.439189971,0.263742729,0.050166131,0.142280474,0.175745163,0.242141853,0.361582362,0.284090372,0.158987667,0.306242724,0.080075561
19025,113,N09,N,0,113_19,-0.26751862,-0.301739137,-0.792628852,-0.307888869,-0.407590407,-0.322228714,-0.531165861,-0.49812841,-0.612764434,-0.252198455,-0.914294742,-0.483824815,-0.943464358,-0.643546876,-0.301728465,-0.420340056,0.025740691,-0.233870432,0.031081325,0.07737996,0.06207581,0.110029437,0.069827834,-0.142558882,0.3882894,0.285528802,0.586153844,0.410590426,0.322191052,0.413436317,0.181085996,0.024554772,-0.241777928,-0.535609569,-0.761547527,-0.230508909,-0.345514597,-0.212199277,-0.461338027,-0.640687292,-0.224475034,0.033330347,-0.328140899,-0.073234389,-0.621273306,-0.23011056,-0.120642469,-0.395785284,-0.293259311,-0.067868705,-0.823710176,-0.385268829,-0.469666217,-0.43225815,-0.600993695,-0.355569529,-1.001053833,-0.537727257,-1.500448586,-0.894415241,-1.265655409,-1.056983193,-0.482814461,-0.444894827
19041,113,N07,N,0,113_17,-0.375674683,-0.431092766,-0.487184372,-0.455050323,-0.06796467,-0.156191022,0.009955276,-0.131712394,-0.073998564,0.072890441,-0.142132641,-0.094465969,-0.580634484,-0.515360773,-0.289653662,-0.278248611,-0.191276676,-0.140442713,-0.031366891,-0.030751525,-0.10788018,-0.156581652,-0.136502286,-0.265963982,-0.031846584,-0.213184731,0.05999967,-0.097493381,0.280878603,0.127516226,0.070990522,0.032866855,-0.566951359,-0.571535478,-0.518551263,-0.485801848,-0.17584485,-0.312772674,-0.12654701,-0.397676376,-0.105845148,-0.140294289,-0.082132971,-0.19195935,-0.299755881,-0.387844547,-0.21866314,-0.245381756,-0.184398007,-0.290650053,-0.45581748,-0.424298798,0.03991551,0.00039063,0.146457562,0.134251588,-0.042151981,0.286075172,-0.202132311,0.003027411,-0.861513088,-0.642876998,-0.360644183,-0.311115466
19057,113,N08,N,0,113_18,0.383519307,0.555607708,0.599589758,0.525944072,0.296742265,0.329062471,0.364486597,0.291182152,0.085688639,-0.012800149,0.142661382,0.185362469,0.521774458,0.511187689,0.239418684,0.34053027,0.123902847,0.016742871,0.074990334,0.022871337,-0.058636369,-0.045259044,-0.095691116,0.098774418,0.02309791,0.116080886,0.041894269,0.072124237,-0.148146531,-0.149833717,-0.084332234,-0.180542136,0.507422155,0.572350578,0.674580092,0.548815409,0.238105896,0.283803428,0.268795481,0.38995657,0.108786549,0.103280737,0.184555651,0.257486706,0.373627928,0.361353972,0.155086451,0.159988134,0.25961646,0.538864837,0.524599423,0.503072735,0.355378634,0.374321515,0.460177713,0.192407734,0.062590729,-0.128881034,0.100767114,0.113238231,0.669920989,0.661021407,0.323750918,0.521072406
19073,113,N02,N,0,113_12,0.012028947,0.021313255,-0.387054933,-0.046907348,-0.066107673,0.155190993,0.041693069,0.241203466,0.021532208,0.442375083,0.091402134,0.517080071,-0.440230797,-0.142585508,0.031676902,-0.176151042,-0.079772568,0.089071223,0.087427484,0.137072206,0.103680672,0.026575505,0.083031893,0.080701675,0.04975053,0.119544729,0.117725544,0.27528934,0.186023556,0.296532026,0.171158039,0.170776538,-0.067743621,0.110384478,-0.299627449,0.090164858,0.037572999,0.181766498,0.124724963,0.321905141,0.071282738,0.561919813,0.209127678,0.792369411,-0.254207241,0.153946518,0.20283494,-0.005374503,0.091801515,-0.067757968,-0.474482417,-0.183979554,-0.169788345,0.128615488,-0.041338824,0.160501791,-0.028218322,0.322830354,-0.026323409,0.241790731,-0.626254353,-0.439117533,-0.139481137,-0.34692758
19089,113,N05,N,0,113_15,-0.459531265,-0.517770031,-0.46964665,-0.493252085,-0.12919553,-0.368179314,-0.153354347,-0.661339441,-0.3742111,-0.506101526,-0.338438085,-0.485488786,-0.617924459,-0.539392941,-0.404709549,-0.67031161,-0.14571819,-0.354393084,-0.137828958,0.035893886,0.148035339,0.059295478,0.128504447,-0.462201459,0.232586517,-0.097648659,0.384993734,0.110723035,0.289854233,0.307211284,0.174132314,-0.008701836,-0.605249455,-0.872163115,-0.607475609,-0.457358199,0.018839809,-0.308883836,-0.0248499,-1.1235409,-0.141624583,-0.603750185,0.046555649,-0.374765752,-0.328070227,-0.232181657,-0.230577236,-0.679013446,-0.313813075,-0.163376947,-0.331817692,-0.529145971,-0.277230868,-0.427474792,-0.281858794,-0.199137983,-0.606797618,-0.408452867,-0.723431819,-0.596211821,-0.907778692,-0.846604225,-0.578841863,-0.661609773
19105,113,N10,N,0,113_20,0.048822556,-0.090625607,-0.024138818,-0.035006282,0.045617234,-0.050819339,-0.059115533,-0.204358859,0.047256212,-0.05430475,0.05824385,-0.099573892,-0.127729587,-0.065440716,-0.052291069,-0.093916981,-0.049652446,-0.12819194,-0.1447076,-0.0978031,-0.005800811,0.006198421,-0.03983822,-0.210474921,-0.159163253,-0.17698558,-0.331647933,-0.166578243,-0.125588187,-0.108529594,-0.035918027,-0.201409678,-0.00082989,-0.218817547,-0.168846419,-0.132809382,0.039816422,-0.044620918,-0.098953753,-0.41483378,-0.111907041,-0.23129033,-0.273404082,-0.266152136,-0.253317775,-0.17397031,-0.088209097,-0.29532666,0.098475002,0.037566333,0.120568782,0.062796818,0.051418045,-0.05701776,-0.019277313,0.006116062,0.206419466,0.12268083,0.389891783,0.067004351,-0.0021414,0.043088878,-0.016373042,0.107492697
19121,113,N06,N,0,113_16,0.024077885,-0.250208552,-0.221335384,-0.202599471,-0.37022953,-0.422866693,-0.519265978,-0.470913729,-0.341819453,-0.112870601,-0.443760812,-0.194351734,-0.516809897,-0.301450536,-0.057750941,-0.268688199,0.260489528,0.021738528,0.189556697,0.363751502,0.309045188,0.368021327,0.271489929,0.553234444,-0.055451308,0.260271529,0.078460895,0.163549277,0.245210898,0.235871135,0.266141299,0.224249204,0.284567414,-0.228470023,-0.031778687,0.161152031,-0.061184342,-0.054845366,-0.247776048,0.082320715,-0.397270761,0.147400928,-0.365299917,-0.030802457,-0.271598999,-0.065579401,0.208390358,-0.044438995,-0.236411643,-0.27194708,-0.41089208,-0.566350973,-0.679274717,-0.79088802,-0.790755907,-1.024148173,-0.286368145,-0.373142131,-0.522221707,-0.357901011,-0.762020795,-0.53732167,-0.323892241,-0.492937403
19137,113,N04,N,0,113_14,0.0911847,-0.011383725,0.015228963,0.076009334,0.089317097,0.091224735,-0.016505578,-0.223309775,-0.019504549,-0.083226434,-0.189301081,-0.082841004,-0.052688587,-0.053163517,0.087150644,0.00712447,-0.022966915,-0.077071531,0.049555406,0.083579447,0.08818763,0.058052572,0.148156803,-0.02742557,0.217109474,0.024548747,0.35388051,0.085846845,0.199180845,0.143220102,0.076755729,0.058524824,0.068217785,-0.088455256,0.064784369,0.159588781,0.177504727,0.149277307,0.131651225,-0.250735345,0.197604925,-0.058677687,0.164579429,0.003005841,0.146492258,0.090056585,0.163906373,0.065649294,0.114151615,0.065687805,-0.034326443,-0.007570113,0.001129467,0.033172163,-0.16466238,-0.195884204,-0.236614023,-0.107775181,-0.543181591,-0.168687849,-0.251869432,-0.196383619,0.010394915,-0.051400354
19153,114,N05,N,0,114_15,0.216861376,0.448934121,0.313222597,0.40841674,0.391085879,0.461948626,0.274335488,0.179276427,0.069667449,0.228610668,0.106830701,0.483116775,0.238702062,0.245918345,0.054892272,0.103402556,-0.043454284,-0.059534303,-0.005837006,-0.033356094,-0.349443584,-0.248922187,-0.342221828,-0.042398059,0.003257128,0.020461453,0.102003936,0.044165369,-0.082786691,0.056706161,-0.110549848,-0.286865676,0.173407092,0.389399817,0.307385591,0.375060646,0.041642295,0.213026439,-0.067886339,0.136878368,0.072924578,0.249072121,0.208834637,0.527282144,0.155915371,0.302624506,-0.055657576,-0.18346312,0.26031566,0.508468424,0.319059603,0.441772834,0.740529464,0.710870812,0.616557316,0.221674486,0.066410321,0.208149215,0.004826765,0.438951406,0.321488753,0.189212184,0.16544212,0.390268233
19169,114,R08,R,0,114_28,0.231899268,0.083822981,0.058868253,0.046770321,-0.070254931,-0.047059388,-0.012385183,0.046966016,-0.474590315,-0.019199082,-0.406382077,-0.004708789,0.07609101,-0.108986661,-0.097135275,-0.164492702,0.008386896,0.051589251,0.098738004,0.061325842,0.226012141,0.348725462,0.169717404,0.304647271,0.651837985,0.354594206,0.553190853,0.285966655,0.339182681,0.410206787,0.313085182,0.34630603,0.240286164,0.135412232,0.157606257,0.108096163,0.15575721,0.301666074,0.157332222,0.351613288,0.17724767,0.335395123,0.146808776,0.281257866,0.415273691,0.301220125,0.215949906,0.181813328,0.223512372,0.03223373,-0.03986975,-0.014555521,-0.296267071,-0.39578485,-0.182102587,-0.257681255,-1.1264283,-0.373793288,-0.95957293,-0.290675445,-0.263091672,-0.519193448,-0.410220457,-0.510798732
19185,114,R07,R,0,114_27,0.252687332,0.334270061,0.584972407,0.874366988,0.565602551,0.738277927,0.466539936,0.398350796,0.186697733,0.404310249,0.260739595,0.615194603,0.40487239,0.48392656,0.154796955,0.288186622,-0.025697248,0.026304194,-0.137894238,-0.130259221,-0.327679477,-0.274428665,-0.587533786,-0.033816504,0.009897372,0.069372375,0.192386606,0.07443541,-0.109772059,0.086242249,-0.007683903,-0.091916392,0.226990084,0.360574255,0.447078169,0.744107767,0.237923074,0.463849263,-0.12099385,0.364534292,0.196595105,0.473682624,0.453126201,0.689630013,0.29510033,0.570168809,0.147113051,0.19627023,0.278384581,0.307965867,0.722866645,1.004626209,0.893282028,1.012706592,1.054073722,0.432167301,0.176800362,0.334937874,0.068352989,0.540759193,0.514644449,0.397684311,0.162480858,0.380103014
19201,114,P08,P,0,114_8,-0.179246368,-0.08911483,-0.073106905,-0.101789849,0.061370773,0.082978316,-0.08509126,-0.020216177,0.095719536,0.048586604,0.13047063,0.158856926,0.095369144,0.044342848,-0.020384442,-0.015517389,0.305816867,0.284567763,0.302407259,0.293650622,0.187533766,0.210676396,0.074343037,0.153740124,0.073189991,0.237860129,0.291827736,0.193517338,-0.090170816,-0.080207233,0.062695913,0.089642833,0.126570499,0.195452933,0.229300355,0.191860774,0.248904539,0.293654712,-0.010748223,0.133523947,0.168909527,0.286446733,0.422298366,0.352374264,0.005198328,-0.035864385,0.042311471,0.074125444,-0.485063235,-0.373682593,-0.375514164,-0.395440471,-0.126162992,-0.127698079,-0.159434296,-0.1739563,0.022529545,-0.189273525,-0.161357107,-0.034660412,0.185539961,0.124550081,-0.083080355,-0.105160222
19217,114,N06,N,0,114_16,-0.266265512,-0.070119992,-0.056383824,-0.024092183,0.117841029,0.202020225,0.11027455,0.214403333,-0.269397935,-0.041799521,-0.298660568,0.03104786,-0.103356729,0.012306613,-0.083545891,-0.038663024,-0.011101884,0.070427447,0.100392782,0.088328415,0.000565453,0.019324434,-0.207139046,-0.073235955,0.220523625,0.155165068,0.276054807,0.131779598,0.130587408,-0.014195044,-0.047076065,-0.016744929,-0.277367396,0.000307455,0.044008959,0.064236232,0.118406482,0.221344659,-0.096864495,0.141167379,-0.04887431,0.113365548,-0.022605761,0.162827458,0.027230679,-0.001888431,-0.130621956,-0.055407953,-0.255163628,-0.14054744,-0.156776606,-0.112420598,0.117275576,0.182695791,0.317413596,0.287639288,-0.489921561,-0.196964589,-0.574715375,-0.100731738,-0.233944137,0.026501656,-0.036469827,-0.021918095
19233,114,N09,N,0,114_19,-0.032576014,0.402950604,0.338684936,0.407974569,0.349352319,0.369053118,0.258819518,0.475573315,0.044802128,0.392543505,-0.046720364,0.15402453,0.53362333,0.427726037,0.263689576,0.428869614,0.109852475,-0.062529486,-0.0066922,0.075912528,-0.266441119,-0.011087724,-0.384898892,-0.019714228,0.297077532,0.342492081,0.602416902,0.321034595,-0.190968096,-0.119556622,-0.022784534,-0.027581047,0.077276462,0.340421118,0.331992736,0.483887097,0.0829112,0.357965393,-0.126079374,0.455859087,0.34187966,0.735035586,0.555696539,0.475059125,0.342655234,0.308169415,0.240905042,0.401288567,-0.142428489,0.46548009,0.345377136,0.332062041,0.615793439,0.380140842,0.64371841,0.495287544,-0.252275404,0.050051424,-0.649137266,-0.167010065,0.724591427,0.547282659,0.286474111,0.45645066
19249,114,R06,R,0,114_26,-0.070765481,0.17903378,0.280628709,0.332173162,0.478208712,0.562487816,0.502741773,0.561204955,0.556196312,0.659051935,0.447809087,0.56885655,0.399645576,0.382882501,0.291589113,0.333903973,-0.232883175,-0.112394299,-0.004679913,0.012670388,0.21103092,0.23000687,-0.271725816,0.155245013,-0.334682703,0.081168849,-0.097406831,0.019079359,-0.101341569,-0.012147015,-0.061013794,-0.037912141,-0.303648656,0.066639481,0.275948795,0.34484355,0.689239632,0.792494686,0.231015957,0.716449968,0.221513609,0.740220784,0.350402256,0.587935909,0.298304007,0.370735486,0.230575318,0.295991832,0.162117695,0.291428078,0.285308622,0.319502774,0.267177793,0.332480946,0.774467589,0.405959943,0.890879016,0.577883086,0.545215918,0.54977719,0.500987144,0.395029516,0.352602907,0.371816114
19265,115,N01,N,0,115_11,-0.012732156,0.295304356,0.402769848,0.463067045,0.610953877,0.624966698,0.66209876,0.687057207,0.407649621,0.297800674,0.33878183,0.441487331,0.293466777,0.376544961,0.177753136,0.200862558,-0.232482929,0.078528189,-0.03379343,0.026824702,-0.221663014,0.060553827,-0.175459293,0.069669254,0.017696831,0.16106903,0.085359599,0.133571601,0.020657449,0.081871995,0.03302817,-0.009974257,-0.245215085,0.373832545,0.368976418,0.489891747,0.389290863,0.685520525,0.486639467,0.756726461,0.425346451,0.458869704,0.424141429,0.575058933,0.314124227,0.458416956,0.210781306,0.190888302,0.219750773,0.216776167,0.436563278,0.436242342,0.83261689,0.56441287,0.837558053,0.617387953,0.38995279,0.136731644,0.253422231,0.30791573,0.272809328,0.294672966,0.144724966,0.210836815
19281,115,R03,R,0,115_23,-0.385126124,-0.250424716,-0.366777323,-0.289879078,-0.193995985,0.001606801,-0.242529847,-0.214831712,-0.077421092,0.108396356,-0.225428308,0.092199103,0.047502896,0.026657851,-0.035982059,0.127910621,0.085270198,0.313419821,0.230926055,0.079635391,0.072113454,0.041275767,0.146495753,0.058634647,-0.101999762,-0.052892041,-0.046022198,-0.020953152,-0.189507374,-0.226182564,0.033768467,-0.10226515,-0.299855926,0.062995105,-0.135851268,-0.210243687,-0.121882532,0.042882568,-0.096034095,-0.156197065,-0.179420855,0.055504315,-0.271450506,0.071245951,-0.142004477,-0.199524713,-0.002213591,0.025645471,-0.470396322,-0.563844537,-0.597703379,-0.369514469,-0.266109439,-0.039668967,-0.3890256,-0.273466359,0.02457867,0.161288397,-0.17940611,0.113152254,0.23701027,0.252840414,-0.069750526,0.230175771
19297,115,N10,N,0,115_20,0.18111709,0.455764526,0.314043501,0.318374599,0.449645136,0.7751924,0.343035595,0.708205638,0.452288088,0.484887559,0.510958004,0.813443901,0.358450614,0.434274863,0.286620933,0.382598555,0.12298341,-0.012269876,-0.080735173,-0.042038824,-0.228626957,-0.116378871,-0.161617735,-0.129841807,0.009039817,-0.148148361,0.045971703,0.02673017,-0.012415538,-0.033641734,-0.107182991,-0.086717848,0.3041005,0.443494649,0.233308327,0.276335775,0.221018179,0.658813528,0.181417861,0.578363831,0.461327906,0.336739198,0.556929706,0.840174072,0.346035076,0.400633128,0.179437942,0.295880706,0.05813368,0.468034402,0.394778674,0.360413423,0.678272093,0.891571271,0.50465333,0.838047445,0.443248271,0.63303592,0.464986301,0.786713731,0.370866152,0.467916597,0.393803923,0.469316403
19313,115,R10,R,0,115_30,-0.465841421,-0.504372337,-0.292708661,-0.463012874,-0.133248757,-0.472199102,-0.341632145,-0.424290151,-0.107447022,0.069486978,-0.095355939,-0.246080024,-0.309117431,-0.592863662,-0.518362492,-0.526472792,-0.105375545,-0.046400039,0.076099322,-0.049340386,0.178669759,0.09816512,0.204743085,0.20886358,0.097818156,0.137304666,0.011329348,-0.091539441,-0.001193765,-0.067433769,-0.016101156,-0.009784332,-0.571216965,-0.550772376,-0.216609339,-0.51235326,0.045421002,-0.374033982,-0.136889059,-0.215426571,-0.009628865,0.206791645,-0.084026591,-0.337619465,-0.310311196,-0.660297431,-0.534463648,-0.536257124,-0.360465876,-0.457972298,-0.368807982,-0.413672487,-0.311918517,-0.570364222,-0.54637523,-0.633153731,-0.205265178,-0.067817688,-0.106685288,-0.154540584,-0.307923666,-0.525429893,-0.502261336,-0.51668846
19329,115,N03,N,0,115_13,0.113195263,-0.297746403,-0.420460104,-0.2255537,-0.300616623,-0.27269846,-0.420286507,-0.792756815,-0.406495667,-0.854645177,-0.502140398,-0.655786596,0.101958646,-0.278835628,-0.007005517,-0.104443078,0.208193703,0.047028997,0.002013878,-0.00741224,0.159596703,0.04422874,0.065635047,-0.194164338,0.075558631,-0.037909979,0.126377242,0.028592996,-0.095420962,-0.201798836,-0.472580337,-0.134052558,0.321388966,-0.250717405,-0.418446226,-0.23296594,-0.14101992,-0.228469721,-0.35465146,-0.986921152,-0.330937036,-0.892555156,-0.375763156,-0.6271936,0.006537683,-0.480634464,-0.479585854,-0.238495635,-0.09499844,-0.3447754,-0.422473982,-0.21814146,-0.460213326,-0.3169272,-0.485921554,-0.598592477,-0.482054298,-0.816735198,-0.62851764,-0.684379592,0.197379608,-0.077036791,0.46557482,0.02960948
